respondent_id,persona,age_group,gender,city_tier,education_level,employment_status,shopping_frequency,platform_1,platform_2,platform_3,primary_device,browse_time_before_purchase,cart_abandonment_freq,cart_abandon_reason,cat_fashion,cat_electronics,cat_grocery,cat_beauty,cat_home,cat_books,cat_sports,cat_toys,review_importance_score,discovery_channel,recommendation_acceptance_score,monthly_income_bracket,monthly_spend_bracket,max_single_transaction_value,discount_sensitivity_score,impulse_discount_threshold,preferred_payment_method,loyalty_member,loyalty_member_flag,delivery_importance_score,return_frequency,social_purchase_influence_freq,social_commerce_adoption,repeat_purchase_intent_score,platform_switching_propensity,review_writing_freq,festive_spend_proportion,impulse_trigger_type,ai_personalisation_comfort,will_purchase
1567,premium_loyalist,45-54,Female,Metro (Tier 1),Doctoral,Salaried (private),Daily or almost daily,Amazon,Nykaa,Flipkart,Smartphone,Under 10 minutes,Never,N/A - I rarely abandon,1,1,0,0,1,0,1,0,5,Platform recommendations,4,100000-200000,Above 15000,5932.9,2,21-40pct,UPI,Yes - multiple programmes,1,4,Rarely,Sometimes,Yes occasionally,5,2,Rarely,Less than 10pct,Flash sale notification,4,1
1568,budget_student,18-24,Non-binary,Metro (Tier 1),Undergraduate,Student,Weekly,Amazon,Meesho,Flipkart,Smartphone,30-60 minutes,Rarely,High price / no discount,1,1,1,0,0,1,0,0,5,Search engine,2,50000-100000,500-2000,3421.92,3,41-60pct,Net banking,No but considering,0,4,Frequently,Often,Yes regularly,3,4,Occasionally,10-25pct,Flash sale notification,3,0
1569,budget_student,18-24,Female,Tier 2 city,Undergraduate,Student,Weekly,Other,Amazon,Myntra,Smartphone,More than 1 hour,Rarely,High price / no discount,1,0,1,0,0,0,1,0,4,Influencer reviews,5,20000-50000,Under 500,1228.62,2,41-60pct,Debit card,Yes - one programme,1,5,Never,Rarely,Yes regularly,3,1,Rarely,Less than 10pct,Influencer post,2,1
1570,urban_professional,25-34,Female,Metro (Tier 1),Doctoral,Salaried (private),Weekly,Amazon,Nykaa,Myntra,Laptop / desktop,30-60 minutes,Often,High delivery charges,1,0,0,0,0,0,0,0,4,Friends / family,5,100000-200000,5000-15000,8030.14,2,Above 60pct,UPI,Yes - multiple programmes,1,5,Rarely,Sometimes,No but open to it,5,3,Rarely,26-50pct,Gifting occasion,5,1
1571,value_seeker,55+,Male,Tier 2 city,Postgraduate,Self-employed,Rarely,Myntra,Meesho,,Smartphone,30-60 minutes,Often,High price / no discount,0,1,1,0,1,0,1,1,5,Search engine,3,Below 20000,500-2000,2167.09,3,21-40pct,Debit card,No not interested,0,2,Rarely,Rarely,Yes occasionally,2,4,Rarely,More than 50pct,Influencer post,3,1
1572,value_seeker,25-34,Male,Metro (Tier 1),Doctoral,Salaried (private),Monthly,Nykaa,Other,Flipkart,Laptop / desktop,10-30 minutes,Sometimes,High price / no discount,0,0,1,0,1,0,1,0,2,Social media ads,4,20000-50000,Under 500,1138.02,3,10-20pct,UPI,No but considering,0,5,Never,Often,Yes occasionally,3,4,Frequently,More than 50pct,Recommendation email,5,0
1573,value_seeker,25-34,Female,Rural / town,High school or below,Homemaker,Monthly,Brand website,Ajio,,Smartphone,10-30 minutes,Rarely,High delivery charges,0,1,0,0,0,0,0,1,4,Search engine,3,50000-100000,2000-5000,5885.9,4,21-40pct,UPI,No not interested,0,5,Rarely,Rarely,No but open to it,4,4,Occasionally,26-50pct,Influencer post,2,0
1574,homemaker,18-24,Female,Tier 3 city,High school or below,Homemaker,Monthly,Flipkart,Ajio,Myntra,Smartphone,Under 10 minutes,Never,Just browsing,1,1,1,1,1,0,0,0,4,Friends / family,5,100000-200000,Above 15000,9181.14,3,21-40pct,Cash on delivery,No but considering,0,5,Rarely,Often,Yes occasionally,3,2,Frequently,26-50pct,Gifting occasion,3,1
1575,urban_professional,18-24,Male,Metro (Tier 1),Postgraduate,Salaried (private),Monthly,Flipkart,Meesho,,Laptop / desktop,10-30 minutes,Rarely,Payment issues,1,1,0,1,0,0,0,0,3,Social media ads,5,Above 200000,Above 15000,25259.51,1,Above 60pct,Debit card,Yes - multiple programmes,1,4,Rarely,Almost always,Yes occasionally,4,1,Rarely,10-25pct,Recommendation email,4,1
1576,value_seeker,35-44,Male,Tier 3 city,Undergraduate,Self-employed,Monthly,Meesho,Other,Flipkart,Smartphone,10-30 minutes,Never,Just browsing,1,0,1,1,0,0,0,1,5,Search engine,3,20000-50000,2000-5000,2097.72,4,21-40pct,Debit card,No but considering,0,5,Rarely,Sometimes,Yes occasionally,3,3,Frequently,10-25pct,Boredom,2,0
1577,urban_professional,25-34,Female,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Brand website,Meesho,Ajio,Laptop / desktop,10-30 minutes,Rarely,N/A - I rarely abandon,0,0,1,1,1,1,0,0,4,Platform recommendations,3,50000-100000,500-2000,4925.3,2,41-60pct,Credit card,No but considering,0,2,Rarely,Often,No not interested,4,4,Occasionally,Less than 10pct,Gifting occasion,3,1
1578,value_seeker,35-44,Female,Tier 2 city,Undergraduate,Salaried (private),Occasionally,Meesho,Flipkart,Myntra,Smartphone,30-60 minutes,Often,High price / no discount,1,0,1,0,0,0,0,0,4,Platform recommendations,2,50000-100000,500-2000,1200.86,4,21-40pct,Cash on delivery,No but considering,0,3,Never,Almost always,No but open to it,3,4,Frequently,10-25pct,Festive sale,3,0
1579,premium_loyalist,55+,Male,Tier 2 city,Undergraduate,Salaried (private),Weekly,Nykaa,Myntra,Amazon,Laptop / desktop,Under 10 minutes,Rarely,N/A - I rarely abandon,0,0,1,0,1,1,1,0,5,Search engine,4,50000-100000,500-2000,8247.66,3,21-40pct,UPI,Yes - one programme,1,4,Rarely,Rarely,Yes occasionally,5,1,Occasionally,26-50pct,Gifting occasion,3,1
1580,premium_loyalist,35-44,Male,Metro (Tier 1),Undergraduate,Salaried (private),Monthly,Nykaa,Amazon,Flipkart,Laptop / desktop,Under 10 minutes,Sometimes,Just browsing,0,1,0,0,1,1,1,0,3,Social media ads,3,50000-100000,2000-5000,5689.57,3,10-20pct,UPI,Yes - multiple programmes,1,5,Rarely,Never,No but open to it,5,2,Occasionally,26-50pct,Influencer post,3,1
1581,homemaker,25-34,Female,Rural / town,High school or below,Homemaker,Monthly,Meesho,Amazon,Flipkart,Smartphone,Under 10 minutes,Sometimes,High delivery charges,1,0,0,1,1,0,1,1,4,Search engine,2,50000-100000,2000-5000,5211.47,3,41-60pct,Buy now pay later,No but considering,0,3,Occasionally,Often,No not interested,3,2,Frequently,More than 50pct,Festive sale,3,0
1582,premium_loyalist,55+,Male,Metro (Tier 1),Doctoral,Salaried (private),Daily or almost daily,Nykaa,Ajio,,Laptop / desktop,Under 10 minutes,Rarely,Found better deal elsewhere,1,1,0,0,0,0,1,0,4,Friends / family,4,100000-200000,5000-15000,29961.86,2,41-60pct,Credit card,Yes - multiple programmes,1,3,Rarely,Sometimes,Yes occasionally,4,2,Occasionally,26-50pct,Festive sale,3,1
1583,homemaker,35-44,Female,Tier 2 city,High school or below,Homemaker,Occasionally,Myntra,Nykaa,Amazon,Laptop / desktop,More than 1 hour,Sometimes,High price / no discount,0,0,1,0,1,1,0,0,4,Influencer reviews,5,100000-200000,Above 15000,13753.02,3,10-20pct,Cash on delivery,No but considering,0,3,Frequently,Sometimes,No but open to it,3,2,Frequently,10-25pct,Recommendation email,3,0
1584,urban_professional,45-54,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Nykaa,Flipkart,Amazon,Laptop / desktop,10-30 minutes,Sometimes,High delivery charges,1,1,0,1,0,0,0,0,5,Search engine,1,20000-50000,Under 500,1185.42,4,41-60pct,UPI,Yes - one programme,1,5,Rarely,Sometimes,No but open to it,5,2,Frequently,26-50pct,Gifting occasion,2,1
1585,budget_student,25-34,Female,Metro (Tier 1),Undergraduate,Student,Occasionally,Amazon,Brand website,Meesho,Smartphone,10-30 minutes,Never,Payment issues,1,1,1,1,1,1,0,0,5,Influencer reviews,4,50000-100000,500-2000,18477.43,4,Discounts dont trigger,Debit card,No not interested,0,4,Rarely,Never,Yes occasionally,2,4,Occasionally,10-25pct,Boredom,1,0
1586,urban_professional,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Occasionally,Myntra,Nykaa,,Laptop / desktop,Under 10 minutes,Sometimes,High price / no discount,1,0,0,0,0,0,1,0,4,Search engine,4,Above 200000,Above 15000,44470.43,3,Discounts dont trigger,Credit card,Yes - one programme,1,5,Frequently,Rarely,Yes regularly,5,3,Frequently,26-50pct,Gifting occasion,4,1
1587,value_seeker,35-44,Female,Tier 2 city,Undergraduate,Self-employed,Daily or almost daily,Meesho,Brand website,Amazon,Smartphone,30-60 minutes,Sometimes,Found better deal elsewhere,1,1,1,1,1,0,0,0,3,Platform recommendations,3,50000-100000,500-2000,5351.88,3,21-40pct,Debit card,No but considering,0,3,Never,Sometimes,Yes regularly,4,2,Frequently,26-50pct,Influencer post,2,1
1588,homemaker,35-44,Female,Tier 3 city,Undergraduate,Self-employed,Monthly,Myntra,Amazon,Flipkart,Smartphone,30-60 minutes,Sometimes,N/A - I rarely abandon,0,0,1,1,1,1,1,0,4,Platform recommendations,4,50000-100000,500-2000,3715.03,3,41-60pct,Net banking,No but considering,0,4,Never,Sometimes,Yes occasionally,1,5,Occasionally,26-50pct,Festive sale,4,0
1589,urban_professional,18-24,Female,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Meesho,Amazon,Nykaa,Smartphone,Under 10 minutes,Rarely,Found better deal elsewhere,1,0,0,1,1,1,0,0,5,Social media ads,4,Below 20000,Under 500,459.66,4,10-20pct,Buy now pay later,Yes - multiple programmes,1,5,Rarely,Sometimes,No but open to it,4,3,Occasionally,26-50pct,Gifting occasion,4,0
1590,urban_professional,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Amazon,Brand website,Ajio,Laptop / desktop,10-30 minutes,Often,Payment issues,0,1,0,0,1,1,0,0,5,Platform recommendations,5,50000-100000,500-2000,3122.44,3,21-40pct,Credit card,Yes - one programme,1,4,Occasionally,Often,Yes occasionally,5,3,Rarely,Less than 10pct,Flash sale notification,4,1
1591,premium_loyalist,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Meesho,Amazon,,Laptop / desktop,10-30 minutes,Rarely,N/A - I rarely abandon,1,1,1,0,1,1,1,0,4,Search engine,5,100000-200000,5000-15000,25864.19,3,10-20pct,Credit card,Yes - multiple programmes,1,4,Rarely,Rarely,No but open to it,5,1,Frequently,10-25pct,Festive sale,4,1
1592,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Occasionally,Myntra,Amazon,,Smartphone,More than 1 hour,Almost always,Found better deal elsewhere,1,0,0,0,0,0,0,0,4,Search engine,3,100000-200000,Above 15000,9318.11,1,21-40pct,Net banking,Yes - one programme,1,4,Never,Never,Yes occasionally,4,2,Frequently,Less than 10pct,Boredom,3,0
1593,premium_loyalist,35-44,Male,Metro (Tier 1),Undergraduate,Self-employed,Weekly,Ajio,Amazon,,Laptop / desktop,30-60 minutes,Rarely,High delivery charges,1,0,0,1,1,1,1,0,4,Search engine,4,100000-200000,2000-5000,23685.34,3,21-40pct,Credit card,No but considering,0,4,Rarely,Sometimes,No not interested,5,3,Rarely,26-50pct,Gifting occasion,5,1
1594,value_seeker,35-44,Male,Tier 2 city,Undergraduate,Unemployed,Occasionally,Meesho,Amazon,,Smartphone,Under 10 minutes,Often,High delivery charges,0,0,0,0,1,1,1,0,4,Influencer reviews,3,50000-100000,500-2000,6144.28,3,41-60pct,Cash on delivery,No not interested,0,4,Occasionally,Sometimes,Yes regularly,2,4,Occasionally,26-50pct,Festive sale,3,0
1595,premium_loyalist,45-54,Female,Metro (Tier 1),Postgraduate,Salaried (private),Monthly,Amazon,Flipkart,Brand website,Laptop / desktop,Under 10 minutes,Rarely,N/A - I rarely abandon,1,0,0,1,0,1,0,1,3,Search engine,5,100000-200000,Above 15000,15925.59,3,Discounts dont trigger,Debit card,Yes - one programme,1,4,Rarely,Often,Yes occasionally,4,2,Frequently,Less than 10pct,Festive sale,4,1
1596,urban_professional,35-44,Male,Metro (Tier 1),Postgraduate,Salaried (private),Daily or almost daily,Brand website,Amazon,Nykaa,Laptop / desktop,30-60 minutes,Never,High delivery charges,1,1,1,0,0,1,1,0,4,Search engine,5,Above 200000,Above 15000,19845.42,3,10-20pct,Net banking,Yes - one programme,1,3,Never,Rarely,Yes occasionally,4,3,Occasionally,26-50pct,Gifting occasion,3,1
1597,homemaker,35-44,Female,Metro (Tier 1),High school or below,Homemaker,Weekly,Flipkart,Brand website,Amazon,Smartphone,More than 1 hour,Rarely,High delivery charges,1,0,0,1,0,0,1,0,3,Social media ads,4,50000-100000,2000-5000,5682.78,3,41-60pct,Cash on delivery,No but considering,0,5,Rarely,Rarely,Yes regularly,2,3,Occasionally,More than 50pct,Influencer post,4,0
1598,premium_loyalist,55+,Male,Tier 2 city,Postgraduate,Salaried (private),Weekly,Flipkart,Nykaa,Amazon,Laptop / desktop,30-60 minutes,Rarely,N/A - I rarely abandon,0,1,0,1,0,0,1,0,4,Platform recommendations,5,100000-200000,5000-15000,13693.08,1,21-40pct,Net banking,Yes - one programme,1,5,Rarely,Never,Yes regularly,5,1,Frequently,26-50pct,Flash sale notification,5,1
1599,budget_student,18-24,Female,Metro (Tier 1),Undergraduate,Student,Monthly,Meesho,Ajio,Amazon,Smartphone,More than 1 hour,Sometimes,High delivery charges,0,1,1,0,0,1,1,0,4,Influencer reviews,4,20000-50000,Under 500,1128.9,3,21-40pct,Cash on delivery,No but considering,0,4,Occasionally,Almost always,Yes regularly,5,4,Frequently,10-25pct,Influencer post,4,1
1600,budget_student,25-34,Male,Tier 2 city,Undergraduate,Student,Occasionally,Amazon,Meesho,,Smartphone,30-60 minutes,Never,High delivery charges,0,1,0,0,1,0,0,0,4,Friends / family,5,20000-50000,Under 500,1547.78,4,Above 60pct,UPI,No not interested,0,4,Occasionally,Sometimes,No but open to it,3,4,Never,10-25pct,Gifting occasion,4,1
1601,budget_student,18-24,Female,Metro (Tier 1),Undergraduate,Student,Monthly,Amazon,Myntra,Flipkart,Smartphone,30-60 minutes,Sometimes,High delivery charges,1,1,0,0,0,0,0,0,4,Influencer reviews,4,20000-50000,500-2000,1351.3,3,21-40pct,UPI,No but considering,0,3,Occasionally,Rarely,Yes occasionally,3,3,Frequently,Less than 10pct,Boredom,2,1
1602,urban_professional,25-34,Female,Metro (Tier 1),Postgraduate,Salaried (private),Monthly,Other,Nykaa,Amazon,Smartphone,10-30 minutes,Never,Found better deal elsewhere,0,0,0,0,0,0,1,1,5,Search engine,3,20000-50000,Under 500,2841.63,4,10-20pct,UPI,Yes - one programme,1,5,Frequently,Rarely,Yes occasionally,5,2,Frequently,26-50pct,Recommendation email,4,1
1603,urban_professional,25-34,Female,Tier 2 city,Doctoral,Salaried (private),Weekly,Flipkart,Nykaa,Brand website,Smartphone,Under 10 minutes,Rarely,Just browsing,0,1,0,0,0,0,1,0,4,Search engine,5,100000-200000,5000-15000,9933.3,2,Discounts dont trigger,Debit card,Yes - one programme,1,4,Never,Sometimes,Yes occasionally,4,1,Rarely,10-25pct,Boredom,5,1
1604,value_seeker,25-34,Male,Tier 3 city,Undergraduate,Salaried (govt.),Monthly,Amazon,Other,Meesho,Laptop / desktop,Under 10 minutes,Sometimes,High price / no discount,0,0,1,0,0,1,1,0,4,Platform recommendations,2,20000-50000,500-2000,3506.68,4,Discounts dont trigger,Debit card,No but considering,0,4,Rarely,Almost always,No but open to it,1,3,Frequently,10-25pct,Influencer post,3,0
1605,value_seeker,45-54,Male,Tier 2 city,Undergraduate,Salaried (private),Monthly,Flipkart,Amazon,Myntra,Smartphone,30-60 minutes,Sometimes,High price / no discount,1,1,0,0,0,0,0,0,4,Search engine,4,50000-100000,500-2000,8919.17,2,Above 60pct,UPI,Yes - multiple programmes,1,5,Occasionally,Sometimes,Yes regularly,3,3,Never,26-50pct,Influencer post,4,1
1606,value_seeker,35-44,Male,Tier 2 city,Undergraduate,Self-employed,Daily or almost daily,Flipkart,Amazon,Other,Laptop / desktop,10-30 minutes,Sometimes,High price / no discount,0,0,1,1,1,0,0,0,4,Social media ads,1,50000-100000,5000-15000,3076.25,3,41-60pct,Cash on delivery,No not interested,0,3,Rarely,Sometimes,No not interested,2,3,Rarely,More than 50pct,Festive sale,1,0
1607,value_seeker,35-44,Male,Tier 2 city,High school or below,Self-employed,Monthly,Amazon,Myntra,Meesho,Smartphone,30-60 minutes,Sometimes,High delivery charges,1,1,0,1,1,0,1,0,4,Influencer reviews,2,100000-200000,5000-15000,5891.86,3,41-60pct,UPI,No but considering,0,4,Rarely,Never,No not interested,2,3,Never,26-50pct,Recommendation email,4,0
1608,homemaker,25-34,Female,Tier 2 city,Postgraduate,Salaried (private),Occasionally,Meesho,Nykaa,Amazon,Smartphone,10-30 minutes,Sometimes,High price / no discount,1,1,1,0,1,0,0,0,5,Social media ads,4,20000-50000,2000-5000,658.3,5,10-20pct,Debit card,No but considering,0,5,Occasionally,Sometimes,Yes occasionally,2,3,Frequently,10-25pct,Boredom,2,1
1609,urban_professional,45-54,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Myntra,Amazon,Flipkart,Laptop / desktop,Under 10 minutes,Sometimes,N/A - I rarely abandon,0,1,0,0,1,1,1,1,3,Platform recommendations,4,50000-100000,500-2000,7383.77,4,21-40pct,Debit card,Yes - one programme,1,4,Occasionally,Sometimes,Yes regularly,4,1,Frequently,10-25pct,Festive sale,5,1
1610,homemaker,45-54,Female,Tier 3 city,High school or below,Homemaker,Monthly,Flipkart,Myntra,,Smartphone,30-60 minutes,Rarely,Payment issues,1,1,1,1,1,0,0,1,5,Friends / family,2,20000-50000,2000-5000,946.45,4,10-20pct,UPI,No not interested,0,5,Frequently,Often,No not interested,2,4,Rarely,10-25pct,Festive sale,3,0
1611,value_seeker,45-54,Male,Tier 2 city,High school or below,Salaried (private),Occasionally,Amazon,Flipkart,,Smartphone,30-60 minutes,Rarely,Just browsing,1,1,0,0,0,0,0,0,5,Search engine,1,50000-100000,500-2000,6006.38,2,41-60pct,Buy now pay later,No not interested,0,4,Rarely,Rarely,Yes occasionally,3,5,Occasionally,10-25pct,Gifting occasion,3,0
1612,urban_professional,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (govt.),Weekly,Flipkart,Myntra,Nykaa,Laptop / desktop,10-30 minutes,Rarely,N/A - I rarely abandon,1,1,1,0,0,0,0,1,2,Social media ads,5,Above 200000,Above 15000,26570.28,2,Discounts dont trigger,Debit card,No but considering,0,4,Occasionally,Rarely,Yes regularly,5,4,Occasionally,26-50pct,Influencer post,4,1
1613,budget_student,25-34,Male,Tier 3 city,Undergraduate,Student,Weekly,Ajio,Amazon,Myntra,Smartphone,Under 10 minutes,Rarely,Found better deal elsewhere,0,1,0,1,0,0,0,0,5,Social media ads,5,20000-50000,Under 500,839.86,3,21-40pct,UPI,No not interested,0,3,Never,Almost always,Yes regularly,4,5,Rarely,10-25pct,Flash sale notification,3,0
1614,homemaker,25-34,Female,Tier 3 city,High school or below,Salaried (private),Monthly,Meesho,Flipkart,Myntra,Smartphone,30-60 minutes,Never,High price / no discount,1,0,0,1,1,1,0,1,4,Friends / family,4,Below 20000,Under 500,382.11,5,Above 60pct,Cash on delivery,No not interested,0,4,Never,Often,Yes regularly,3,4,Rarely,More than 50pct,Gifting occasion,1,0
1615,homemaker,45-54,Female,Tier 3 city,Undergraduate,Homemaker,Occasionally,Meesho,Brand website,,Smartphone,10-30 minutes,Rarely,Found better deal elsewhere,1,0,1,1,1,0,0,1,3,Social media ads,3,20000-50000,500-2000,1847.83,4,10-20pct,Credit card,No but considering,0,4,Rarely,Sometimes,No not interested,4,3,Never,10-25pct,Influencer post,3,1
1616,homemaker,45-54,Female,Metro (Tier 1),Undergraduate,Self-employed,Daily or almost daily,Myntra,Flipkart,Ajio,Smartphone,More than 1 hour,Never,Found better deal elsewhere,1,0,1,0,1,0,0,0,5,Search engine,4,20000-50000,500-2000,4459.05,4,21-40pct,Debit card,No but considering,0,4,Occasionally,Almost always,No but open to it,3,3,Occasionally,26-50pct,Boredom,3,1
1617,value_seeker,25-34,Male,Rural / town,High school or below,Self-employed,Occasionally,Flipkart,Meesho,Brand website,Smartphone,More than 1 hour,Almost always,Payment issues,0,1,1,0,0,0,1,0,4,Friends / family,3,100000-200000,2000-5000,10928.65,3,41-60pct,UPI,Yes - one programme,1,3,Never,Rarely,No but open to it,2,2,Frequently,More than 50pct,Boredom,3,0
1618,value_seeker,35-44,Male,Tier 3 city,High school or below,Self-employed,Monthly,Flipkart,Amazon,Brand website,Smartphone,30-60 minutes,Almost always,High price / no discount,0,1,1,0,0,1,0,0,3,Influencer reviews,4,100000-200000,5000-15000,14708.76,3,21-40pct,UPI,No not interested,0,5,Rarely,Often,Yes occasionally,3,2,Occasionally,More than 50pct,Gifting occasion,3,0
1619,budget_student,18-24,Female,Metro (Tier 1),Undergraduate,Student,Monthly,Meesho,Myntra,Flipkart,Smartphone,10-30 minutes,Often,High price / no discount,0,1,1,0,0,1,0,0,5,Search engine,4,20000-50000,Under 500,1396.42,3,Discounts dont trigger,Cash on delivery,No not interested,0,5,Never,Rarely,Yes occasionally,3,3,Rarely,10-25pct,Influencer post,2,0
1620,budget_student,18-24,Female,Metro (Tier 1),Undergraduate,Student,Monthly,Flipkart,Amazon,,Smartphone,30-60 minutes,Sometimes,High price / no discount,1,1,1,0,0,0,1,0,3,Social media ads,4,50000-100000,500-2000,3498.48,3,10-20pct,UPI,No not interested,0,5,Occasionally,Almost always,Yes occasionally,3,5,Frequently,10-25pct,Recommendation email,4,1
1621,homemaker,45-54,Female,Tier 3 city,High school or below,Salaried (private),Occasionally,Myntra,Ajio,,Smartphone,Under 10 minutes,Sometimes,Found better deal elsewhere,0,0,1,1,1,0,1,1,5,Friends / family,2,50000-100000,2000-5000,4847.86,4,Discounts dont trigger,Buy now pay later,Yes - one programme,1,5,Frequently,Rarely,Yes occasionally,4,3,Frequently,More than 50pct,Flash sale notification,3,1
1622,value_seeker,45-54,Prefer not to say,Metro (Tier 1),Undergraduate,Salaried (govt.),Occasionally,Flipkart,Meesho,Myntra,Smartphone,30-60 minutes,Often,High delivery charges,1,0,0,0,0,0,1,0,4,Platform recommendations,4,Below 20000,Under 500,599.17,4,Discounts dont trigger,UPI,No not interested,0,5,Occasionally,Rarely,No but open to it,3,3,Rarely,26-50pct,Festive sale,3,0
